output_stem,T_K,B_T,T_SP_K,delta,C1_exact,V_BD_static_eV,spin_dimension,spin_hermitian_residual,rephasing_max_abs,rephasing_peak_omega1_eV,rephasing_peak_omega3_eV,rephasing_real_at_peak,rephasing_imag_at_peak,rephasing_abs_integral,unrephasing_max_abs,unrephasing_peak_omega1_eV,unrephasing_peak_omega3_eV,unrephasing_real_at_peak,unrephasing_imag_at_peak,unrephasing_abs_integral
SOC_workbench,7.0,0.0,14.0,0.007071067811865476,-0.4986299844578589,0.022669969419209637,64,0.0,1181594.3507300848,-1.0049295774647888,1.0049295774647888,-3920.1318942887633,1181587.8478738607,485.4057852743785,1235984.5350735998,1.0049295774647888,1.0049295774647888,1157644.3625677486,433032.67862392735,497.10997288985
